product_name,description,overall_rating,brand,main_category,sentiment
DNA Graphic Print Men's Round Neck T-Shirt,dna graphic print men's round neck t-shirt - buy white dna graphic print men's round neck t-shirt for only rs. 599 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,5.0,Unknown,Clothing,positive
iLO Women Heels,flipkart.com: buy ilo women heels only for rs. 1299 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.0,Unknown,Footwear,positive
Lyc Women Heels,flipkart.com: buy lyc women heels only for rs. 399 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.0,Unknown,Footwear,positive
Rawpockets Graphic Print Men's Round Neck T-Shirt,"rawpockets graphic print men's round neck t-shirt (pack of 2)
                         price: rs. 899
				
			rawpockets is a fresh funky brand, provides a huge range of clothing and accessories for fans of famous movies, tv shows, games, cartoon, anime and many more graphic tees.
rawpockets is a fresh funky brand, provides a huge range of clothing and accessories for fans of famous movies, tv shows, games, cartoon, anime and many more graphic tees.",5.0,Unknown,Clothing,positive
Sterling Rolling Pin Holder with Tong Stainless Steel Kitchen Rack,buy sterling rolling pin holder with tong stainless steel kitchen rack for rs.449 online. sterling rolling pin holder with tong stainless steel kitchen rack at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Steel,Kitchen & Dining,positive
"Calibra Women's Full Coverage, T-Shirt Bra","calibra women's full coverage, t-shirt bra - buy maroon calibra women's full coverage, t-shirt bra for only rs. 250 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com",4.7,Maroon,Clothing,positive
Clovia In Aqua Women's Full Coverage Bra,"clovia in aqua women's full coverage bra
                         price: rs. 249
				
			chic stretchable polymide bra in aqua
chic stretchable polymide bra in aqua",5.0,Aqua,Clothing,positive
SG VS 319 Plus Kashmir Willow Cricket  Bat,sg vs 319 plus kashmir willow cricket  bat only for rs 1949 . ideal for senior . buy online @ flipkart.com. only genuine products. free shipping. cash on delivery!,4.1,Unknown,Sports & Fitness,positive
SG RSD Plus Kashmir Willow Cricket  Bat,sg rsd plus kashmir willow cricket  bat only for rs 1799 . ideal for senior . buy online @ flipkart.com. only genuine products. free shipping. cash on delivery!,4.5,Unknown,Sports & Fitness,positive
Baklol Printed Men's Round Neck T-Shirt,baklol printed men's round neck t-shirt - buy grey baklol printed men's round neck t-shirt for only rs. 699 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,5.0,Unknown,Clothing,positive
Huetrap Graphic Print Men's Round Neck T-Shirt,huetrap graphic print men's round neck t-shirt - buy grey melange huetrap graphic print men's round neck t-shirt for only rs. 599 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,4.0,Unknown,Clothing,positive
Huetrap Graphic Print Men's Round Neck T-Shirt,"huetrap graphic print men's round neck t-shirt
                         price: rs. 699
				
			if you are seeking style that ushers in interest to your casual repertoire, here's a striking piece. your off duty looks can afford this graphic edge, the fiery prints on this one are sure to add instant interest to your causal outfits. may we recommend washed blue denims in a relaxed fit and canvas shoes for effortless laid back cool
if you are seeking style that ushers in interest to your casual repertoire, here's a striking piece. your off duty looks can afford this graphic edge, the fiery prints on this one are sure to add instant interest to your causal outfits. may we recommend washed blue denims in a relaxed fit and canvas shoes for effortless laid back cool",3.0,Unknown,Clothing,neutral
Huetrap Graphic Print Men's Round Neck T-Shirt,"huetrap graphic print men's round neck t-shirt
                         price: rs. 699
				
			this stylish men's t-shirt by huetrap features a signature edward original print to the front, short sleeves and tonal seam stitching. a perfect slim fit and superior quality - everything you have asked for and more. denim pants and sneakers will look fresh and stylish
this stylish men's t-shirt by huetrap features a signature edward original print to the front, short sleeves and tonal seam stitching. a perfect slim fit and superior quality - everything you have asked for and more. denim pants and sneakers will look fresh and stylish",4.2,Unknown,Clothing,positive
Clovia Women's Full Coverage Bra,"clovia women's full coverage bra
                         price: rs. 249
				
			this stretchable purple-reddish bra from cloe is one of those great examples where comfort and design achieve that perfect harmony. the intricate patterns above the cups also make it a treat to look at.
this stretchable purple-reddish bra from cloe is one of those great examples where comfort and design achieve that perfect harmony. the intricate patterns above the cups also make it a treat to look at.",1.0,PURPLE,Clothing,negative
SayItLoud Printed Men's Round Neck T-Shirt,"sayitloud printed men's round neck t-shirt
                         price: rs. 399
				
			100% premium cotton. superior fabric and fit. proudly made in india.
100% premium cotton. superior fabric and fit. proudly made in india.",3.7,Unknown,Clothing,neutral
Deep Under Women's Tube Bra,"deep under women's tube bra
                         price: rs. 195
				
			for utmost comfort and softness, wear this tube bra from the house of deep under. this exclusively designed bra understands your body and improves your contours. designer and non padded, this one will even help you in boosting your confidence. made with high quality fabric, it is extremely comfortable.
for utmost comfort and softness, wear this tube bra from the house of deep under. this exclusively designed bra understands your body and improves your contours. designer and non padded, this one will even help you in boosting your confidence. made with high quality fabric, it is extremely comfortable.",2.9,Beige,Clothing,neutral
AVM Splash 20-20 Kashmir Willow Cricket Bat,avm splash 20-20 kashmir willow cricket bat only for rs 499 . ideal for senior . buy online @ flipkart.com. only genuine products. free shipping. cash on delivery!,3.6,Unknown,Sports & Fitness,neutral
SS Ton Professional English Willow Cricket  Bat,ss ton professional english willow cricket  bat only for rs 11055 . ideal for senior . buy online @ flipkart.com. only genuine products. free shipping. cash on delivery!,5.0,Unknown,Sports & Fitness,positive
Clovia Non Padded Wired Red Women's Full Coverage Bra,"clovia non padded wired red women's full coverage bra
                         price: rs. 249
				
			who says looking good comes at a price? party it up in style and comfort with this sexy stretchable cotton bra. not only does this non-padded and non-wire bra feel good, it also looks smoking hot with its sheer lacy cups.
who says looking good comes at a price? party it up in style and comfort with this sexy stretchable cotton bra. not only does this non-padded and non-wire bra feel good, it also looks smoking hot with its sheer lacy cups.",4.5,RED,Clothing,positive
SS Ton Heritage English Willow Cricket  Bat,ss ton heritage english willow cricket  bat only for rs 6642 . ideal for senior . buy online @ flipkart.com. only genuine products. free shipping. cash on delivery!,4.0,Unknown,Sports & Fitness,positive
Docare Trendy Women's Full Coverage Bra,docare trendy women's full coverage bra - buy red docare trendy women's full coverage bra for only rs. 200 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,2.5,Red,Clothing,neutral
TAB91 Praveen Women's Printed Top & Pyjama Set,"specifications of tab91 praveen women's printed top & pyjama set dimensions length long general details pattern printed occasion casual ideal for women's night suit details sleeve half sleeve closure button number of contents in sales package pack of 1 fabric cotton type top & pyjama set style slit on sides design floral print in the box 1 night suit set fabric care wash with similar colors, use detergent for colors",2.0,TAB91,Clothing,negative
John Players Men's Checkered Formal Shirt,"specifications of john players men's checkered formal shirt general details pattern checkered ideal for men's occasion formal shirt details sleeve half sleeve closure button brand fit regular fit fabric cotton rich collar spread collar pockets 1 patch pocket on chest fit regular placket button down placket hem curved hem fabric care machine wash as per tag, wash with like colors, do not bleach, line dry, dry in shade, iron steam or dry as per tag additional details model details this model has a height of 6 feet 1 inches and is wearing a shirt of size 40 style code jwfhs8221a41a4",5.0,John Players,Clothing,positive
Njoy Boy's KBP1 Brief,"specifications of njoy boy's kbp1 brief (pack of 5) brief details number of contents in sales package pack of 5 fabric cotton type boxer brief style boxer brief general details pattern solid occasion casual ideal for boy's in the box 5 brief additional details style code fnj-kbp1 fabric care gentle hand wash, do not bleach, wash with cold water",2.5,Njoy,Clothing,neutral
BM BELMONTE EWC Toilet Seat S Trap Western Commode,"key features of bm belmonte ewc toilet seat s trap western commode ewc toilet s trap,bm belmonte ewc toilet seat s trap western commode (ivory) price: rs. 3,499 we are one of the leading manufacturers and suppliers of an aesthetically designed array of wall mounted wash basin, table top wash basin, wall mounted toilet seat, one piece toilet seat. these products are reckoned for fine finish, reliability, attractive look, long lasting shine and high durability. available in a variety of colors, shapes and sizes to suit the decor of the bathroom, these products are widely used in schools, colleges, homes, hostels, hospitals, hotels, restaurants, cinemas, etc. furthermore, these products are offered at the most affordable prices to our customers.,specifications of bm belmonte ewc toilet seat s trap western commode (ivory) in the box 1 ewc toilet seat general mount type floor mount brand bm belmonte brand color ivory shape elongated model number ewc toilet seat s trap type western smart toilet no form factor two-piece color beige dimensions weight 10 kg height 41 cm width 36 cm depth 51 cm warranty covered in warranty manufacturing defect only warranty summary 1 week replacement warranty for manufacturing defect service type replace the product not covered in warranty damage or crack during or after improper installation",5.0,BM BELMONTE,Tools & Hardware,positive
Metmo Flip Flops,"key features of metmo flip flops ideal for: boys, men, girls, women sole material: eva,metmo flip flops price: rs. 149 metmo flip flops light weight & comfort metmo presents this stylish pair of sleepers for men to spruce up your visual appeal. constructed out of a rich quality material, this pair of footwear is light in weight and extremely durable. further, it comes up featuring a striped pattern that will grab your fancy instantly. ensuring high durability, this pair of footwear is worth investing in. team this pair with your casual attires to lend yourself a chic appeal.,specifications of metmo flip flops general ideal for boys, men, girls, women slipper & flip flop details sole material eva weight 150 g (per single slipper) - weight of the product may vary depending on size. type flip flops heel height 1.5 inch color orange",5.0,Metmo,Footwear,positive
I-Voc Men's Printed Casual Shirt,"i-voc men's printed casual shirt
                         price: rs. 471
				
			i-voc presents this perfectly tailored casual shirt to spice up your wardrobe. this printed navy shirt, which has a contrast styling with blue color fabric on neck band, button placket and inside of cuff, also has a contrast red tape on neck band. we recommend you style this shirt with a pair of well-fitted jeans or chino trousers and casual shoes for maximum effect.
i-voc presents this perfectly tailored casual shirt to spice up your wardrobe. this printed navy shirt, which has a contrast styling with blue color fabric on neck band, button placket and inside of cuff, also has a contrast red tape on neck band. we recommend you style this shirt with a pair of well-fitted jeans or chino trousers and casual shoes for maximum effect.",2.5,Slim,Clothing,neutral
Bleu Men's Checkered Casual Shirt,bleu men's checkered casual shirt - buy purple bleu men's checkered casual shirt for only rs. 1649 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,3.0,Unknown,Clothing,neutral
Chipchop Baby Girl's Empire Waist Blue Dress,specifications of chipchop baby girl's empire waist blue dress in the box 1 frock dimensions length midi/knee length general details ideal for baby girl's occasion party dress details number of contents in sales package pack of 1 fabric net type empire waist,5.0,Chipchop,Baby Care,positive
Kawachi Outdoor Sports Night Vision Driving Yellow Sunglass Plus White Transparent Motorcycle Goggles,"specifications of kawachi outdoor sports night vision driving yellow sunglass plus white transparent motorcycle goggles (white, yellow) goggle features shape sport lens color yellow lens, transparent lence anti-fog yes strap material plastic general sport type motorcycle playing level advanced type motorcycle goggles uv protection yes ideal for men, women warranty 6 month warranty in the box number of contents in sales package pack of 2 sales package 1 sunglasses yellow night vision, 1 sunglasses white day vision",3.8,Kawachi,Sports & Fitness,neutral
Tiny Toon Girl's Gathered Red Dress,specifications of tiny toon girl's gathered red dress in the box 1 dress dimensions length maxi/full length general details pattern self design ideal for girl's occasion party dress details sleeve sleeveless fabric synthetic type gathered style western,5.0,Tiny Toon,Clothing,positive
Quechua Forclaz 22 Air Backpack,"specifications of quechua forclaz 22 air backpack (blue, black, backpack) general type backpack bag capacity 22 l size s in the box sales package 1 sport bag",5.0,Quechua,Sports & Fitness,positive
Outgear Domain,"specifications of outgear domain (grey) general material nylon fabric additional features water resistant, water proof, raincover sewed inside body features other body features absolute delight to carry for mountaineering, trekking and adventure trips, it is an exquisite example of quality, innovation, durability and functionality",3.0,Outgear,Sports & Fitness,neutral
Max T-Shirt,specifications of max t-shirt general details occasion casual additional details style code kkpd22bxgreen,5.0,Max,Clothing,positive
Wildcraft Waist Pouch,"specifications of wildcraft waist pouch (pink) general material 450d polyester ripstop bag capacity 3 l ideal for junior, senior dimensions weight 150 g height 17.78 cm width 25.4 cm depth 7.62 cm additional features ideal usage for: travel, activity: cycling, expedition and trekking, bar tacked on specialized machines, quality zippers body features pocket compartments zippered pocket, internal diver in the main compartmet, dual compartment, zippered slash pocket, front flap pocket closure type zipper other body features buckle strap, cabin ready, slash on front and back, convertible from holster to sling",4.3,Wildcraft,Sports & Fitness,positive
Wildcraft Digital Pouch Travel Bag,"key features of wildcraft digital pouch travel bag quality zippers and runners lightweight and durable detachable neck strap belt loop with utility compartments and slots completely padded,wildcraft digital pouch travel bag (grey) price: rs. 395 everybody loves to capture good moments when they go out for a trek or camping, but carrying gadgets without damaging them becomes a problem. wildcraft has designed a digital pouch travel bag which comes handy when you want to carry your gadgets safely while travelling. camera compartment you can keep your camera in the compartment of this pouch and reach it whenever you find something worth capturing. belt loop the belt loop of this travel pouch allows you to fasten it on your belt, thus making it easy for you to carry it around. detachable neck strap you can also use the detachable neck strap to carry this bag, which can also be taken off according to your convenience. internal sd card slot you can keep your sd card in the internal card slot to access it without much trouble. front pocket/slot for batteries fret not when the batteries are low and you need to capture that beautiful sunset, as the front pocket is where you can keep the batteries for easy access. completely padded being completely padded, this travel bag is comfortable to carry around and doesn’t make you feel uneasy. quality zippers and runners encasing all your accessories safely within are the quality zippers and runners of this bag. lightweight & durable as this bag is lightweight, it is easy to carry it around even when you are on the move. furthermore the bag is durable, which makes it resistant to common damages.,specifications of wildcraft digital pouch travel bag (grey) general type travel bag material 600d polyester, nylon series digital ideal for junior, senior additional features quality zippers and runners, activity: photography, bar tacked on specialized machines for increased durability, sling bag, lightweight compact body features pocket compartments camera compartment, inside slash and mesh pocket, internal zippered compartment, front pocket and slot for batteries closure type zipper other body features detachable neck strap, internal sd card slot, completely padded",4.3,Wildcraft,Sports & Fitness,positive
Mount Track Discover 9107or 75 Ltrs,"specifications of mount track discover 9107or 75 ltrs (orange, rucksack) general material mirco rib nylon ideal for men, women bag capacity 75 l size xl dimensions weight 1200 g height 71.12 cm width 35.56 cm in the box sales package 1 rucksack body features back panel features detachable metal rods stay for back support, fiber padded cushioned back, adjustable hip belt pocket compartments 6 pocket compartment, dual pockets on hood, zipped space on the hood, sack opening for main compartment, expandable sack for extra space closure type sack handle features load adjuster on shoulder straps, adjustable waist belt, sternum straps, dual compression straps on the sides, two ice axe loops on the front, extended shoulder strap shoulder strap 7 ways height adjustment system, load adjustable shoulder straps, d ring on shoulder straps for carabiners, adjustable sternum strap, waist and back padded shoulders, dual compression straps on the sides, extended shoulder strap in-built wheels no additional features load adjuster on shoulder straps, internal and external zippered pockets in the hood, d ring on shoulder straps for carabiners, adjustable waist belt, sternum straps, carrier for sleeping mat, curved padded shoulder straps, hood with pockets, waist and back padded shoulders, dual compression straps ...view more load adjuster on shoulder straps, internal and external zippered pockets in the hood, d ring on shoulder straps for carabiners, adjustable waist belt, sternum straps, carrier for sleeping mat, curved padded shoulder straps, hood with pockets, waist and back padded shoulders, dual compression straps on the sides, two ice axe loops on the front, extended shoulder strap, mesh bottle holders, tool carry loop at front, accessory pockets",4.0,Mount Track,Sports & Fitness,positive
Coleman RTX 3500i C010 Backpack,"specifications of coleman rtx 3500i c010 backpack (grey, black) general type backpack dimensions height 43.18 cm width 33.02 cm additional features for transporting delicate items, for better organization, external side entry laptop, top loading, quicker access body features pocket compartments main pocket, small side pocket, fleece lined pocket",4.0,Coleman,Sports & Fitness,positive
Small Toes Slippers,"key features of small toes slippers ideal for: boys, girls sole material: eva shoe length: 21.9 cm,small toes slippers price: rs. 249 look your best with this ultimate pair of slippers from the small toes.these slippers keep you comfortable through the day and you enjoy optimal grip. club these slippers with your outfit to complete your cool look for the day.,specifications of small toes slippers general ideal for boys, girls slipper & flip flop details sole material eva type slippers color pink additional details care instructions wash in lukewarm water, do not bleach",5.0,Small Toes,Footwear,positive
Metmo Slippers,"key features of metmo slippers ideal for: boys, men, girls, women strap materialpu sole material: eva,metmo slippers price: rs. 249 ""metmo leather look slim & comfort sleepers metmo presents this stylish pair of sleepers for men to spruce up your visual appeal. constructed out of a rich quality material, this pair of footwear is light in weight and extremely durable. further, it comes up featuring a leather look colored pattern that will grab your fancy instantly. ensuring high durability, this pair of footwear is worth investing in. team this pair with your casual attires to lend yourself a chic appeal. "",specifications of metmo slippers general ideal for boys, men, girls, women slipper & flip flop details sole material eva type slippers color beige strap material pu",5.0,Metmo,Footwear,positive
Sai Senorita Solid Women's Half length Tights,specifications of sai senorita solid women's half length tights general details pattern solid occasion casual ideal for women's in the box tights tight details number of contents in sales package pack of 1 fabric cotton type half length,3.0,Sai Senorita,Clothing,neutral
Varmora VCST0 Living & Bedroom Stool,"specifications of varmora vcst0 living & bedroom stool (white) general brand varmora model number vcst0 portable yes type medium stool shade cream load capacity 80 kg material plastic model name vcst0 color white size medium body and design features shape round anti skid seat yes ergonomical design no anti skid base yes wheel present no number of legs 4 in the box 1 stool dimensions weight 0.9 kg height 17 inch width 14 inch depth 14 inch warranty covered in warranty no warranty available warranty summary no warranty available disclaimer - the color of the product may vary slightly compared to the picture displayed on your screen. this is due to lighting, pixel quality and color settings - please check the product's dimensions to ensure the product will fit in the desired location. also, check if the product will fit through...view more - the color of the product may vary slightly compared to the picture displayed on your screen. this is due to lighting, pixel quality and color settings - please check the product's dimensions to ensure the product will fit in the desired location. also, check if the product will fit through the entrance(s) and door(s) of the premises - please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - flipkart, or the seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. the product will only be assembled in case carpentry assembly is required - in case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles additional features suitable for living & bedroom adjustable height no care instructions washable, use soft cloth dent resistant yes",4.8,Varmora,Kitchen & Dining,positive
Favourite Bikerz FBZ 8784 112 dB Vehicle Horn,"favourite bikerz fbz 8784 112 db vehicle horn
                         price: rs. 376
				
			voltage: dc12v
current:

frequency: h510±5hz/l410±5hz
comes with installation parts
voltage: dc12v
current:

frequency: h510±5hz/l410±5hz
comes with installation parts",4.0,Favourite Bikerz,Automotive,positive
DeStudio Tiny Wall Sticker,buy destudio tiny wall sticker for rs.399 online. destudio tiny wall sticker at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,2.0,DeStudio,Home Decor & Festive Needs,negative
Syska Led Lights 5 W LED Bulb,buy syska led lights 5 w led bulb for rs.245 online. syska led lights 5 w led bulb at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Syska Led Lights,Kitchen & Dining,positive
Bling Book Case for iPad 2 / 3,buy bling book case for ipad 2 / 3 only for rs. 99 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,2.0,Bling,Mobiles & Accessories,negative
APS Sleeve for Micromax Funbook Mini P410,buy aps sleeve for micromax funbook mini p410 only for rs. 250 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,2.0,APS,Mobiles & Accessories,negative
Nike Casual Short Sleeve Printed Women's Top,nike casual short sleeve printed women's top - buy emerald green/reflective silv nike casual short sleeve printed women's top for only rs. 1795 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,2.0,Unknown,Clothing,negative
Store Indya Hand Crafted Embossed Leather Diary with Celtic Patterns Regular Journal Hard Bound,buy store indya hand crafted embossed leather diary with celtic patterns regular journal hard bound for rs.580 online. store indya hand crafted embossed leather diary with celtic patterns regular journal hard bound at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,4.0,Store Indya,Pens & Stationery,positive
JRS Fashion Women's Leggings,"jrs fashion women's leggings
                         price: rs. 200
				
			feel the smooth & silkiness to your skin, maximum stretch and flexibility
feel the smooth & silkiness to your skin, maximum stretch and flexibility",2.5,Unknown,Clothing,neutral
Pepe Solid V-neck Men's Sweater,pepe solid v-neck men's sweater - buy grey pepe solid v-neck men's sweater for only rs. 1799 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,4.5,Unknown,Clothing,positive
Philips 12.5 W LED Stellar Bright Bulb,buy philips 12.5 w led stellar bright bulb for rs.490 online. philips 12.5 w led stellar bright bulb at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,3.7,Philips,Kitchen & Dining,neutral
Swarnim Jewellers Lord Ganesha Showpiece  -  7.5 cm,buy swarnim jewellers lord ganesha showpiece  -  7.5 cm for rs.480 online. swarnim jewellers lord ganesha showpiece  -  7.5 cm at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Swarnim Jewellers,Home Decor & Festive Needs,positive
Elan A5 Journal Ring Bound,buy elan a5 journal ring bound for rs.2295 online. elan a5 journal ring bound at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,4.5,Elan,Pens & Stationery,positive
Femninora Women's Jeggings,"femninora women's jeggings
                         price: rs. 399
				
			these regular-fit-jeggings are very comfortable wo ware & light in weight. made of poly cotton lycra can ware with any type of kurti or top
these regular-fit-jeggings are very comfortable wo ware & light in weight. made of poly cotton lycra can ware with any type of kurti or top",1.0,Unknown,Clothing,negative
Designwallas Festive Pack (Set of 2) Notebook Hard Bound,buy designwallas festive pack (set of 2) notebook hard bound for rs.590 online. designwallas festive pack (set of 2) notebook hard bound at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,1.0,Designwallas,Pens & Stationery,negative
Favourite BikerZ FBZ 6455 110 dB Vehicle Horn,buy favourite bikerz fbz 6455 110 db vehicle horn for rs.499 online. favourite bikerz fbz 6455 110 db vehicle horn at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Favourite BikerZ,Automotive,positive
Ornate 7 W LED Bulb,buy ornate 7 w led bulb for rs.209 online. ornate 7 w led bulb at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Ornate,Kitchen & Dining,positive
Klick Women's Leggings,klick women's leggings - buy black klick women's leggings for only rs. 999 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,1.0,Unknown,Clothing,negative
Favourite BikerZ FBZ 6480 110 dB Vehicle Horn,"favourite bikerz fbz 6480 110 db vehicle horn
                         price: rs. 499
				
			favourite bikerz dog horn features loud and funny dog horn works with 12v current extra loud air pump sound adds fun to your daily ride in crowded traffic conditions cannon barrel shaped enhances looks of the vehicle fits easily and firmly with help of the included metal plates. horns with no separate mini motor features: 1. just like old time(vintage) car ""oooga"" sound 2. easy installation on reverse side 3. fixes with 1 screw only 4. overall smaller dimension.
favourite bikerz dog horn features loud and funny dog horn works with 12v current extra loud air pump sound adds fun to your daily ride in crowded traffic conditions cannon barrel shaped enhances looks of the vehicle fits easily and firmly with help of the included metal plates. horns with no separate mini motor features: 1. just like old time(vintage) car ""oooga"" sound 2. easy installation on reverse side 3. fixes with 1 screw only 4. overall smaller dimension.",5.0,Favourite BikerZ,Automotive,positive
Status Quo Solid Casual Men's Sweater,status quo solid casual men's sweater - buy navy/red status quo solid casual men's sweater for only rs. 1599 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,4.1,Unknown,Clothing,positive
Peter England Striped Round Neck Casual Men's Sweater,peter england striped round neck casual men's sweater - buy brown peter england striped round neck casual men's sweater for only rs. 1599 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,4.0,Unknown,Clothing,positive
Durian BID/32625/A/2 Leatherette 2 Seater Sofa,buy durian bid/32625/a/2 leatherette 2 seater sofa for rs.12220 online. durian bid/32625/a/2 leatherette 2 seater sofa at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,1.0,Durian,Furniture,negative
Flora Casual Self Design Women's Kurti,flora casual self design women's kurti - buy grey flora casual self design women's kurti for only rs. 999 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,5.0,Unknown,Clothing,positive
HomeTown CIAZ Fabric 3 Seater Sectional,buy hometown ciaz fabric 3 seater sectional for rs.14900 online. hometown ciaz fabric 3 seater sectional at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,4.0,HomeTown,Furniture,positive
"Estyle Casual, Festive, Wedding Solid Women's Kurti","estyle casual, festive, wedding solid women's kurti - buy green estyle casual, festive, wedding solid women's kurti for only rs. 830 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com",4.7,Unknown,Clothing,positive
Fab Rajasthan Unique Arts Casual Printed Women's Kurti,"fab rajasthan unique arts casual printed women's kurti
                         price: rs. 399
				
			every girl needs a choice of kurtas in her off-duty wardrobe, and fab rajasthan unique arts has captured the trendy v neck style with this piece in cotton. this beautiful multi colored kurta has been given enough and more work to create a unique design. for the conservative at heart, this piece can be worn with leggings and delicate sandals.
every girl needs a choice of kurtas in her off-duty wardrobe, and fab rajasthan unique arts has captured the trendy v neck style with this piece in cotton. this beautiful multi colored kurta has been given enough and more work to create a unique design. for the conservative at heart, this piece can be worn with leggings and delicate sandals.",3.0,Unknown,Clothing,neutral
Quechua Solid Turtle Neck Casual Men's Sweater,quechua solid turtle neck casual men's sweater - buy quechua - black quechua solid turtle neck casual men's sweater for only rs. 799 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,3.7,Unknown,Clothing,neutral
Gmi Casual Solid Women's Kurti,gmi casual solid women's kurti - buy blue gmi casual solid women's kurti for only rs. 1199 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,4.0,Unknown,Clothing,positive
Durian BID/32625/A/3 Leatherette 3 Seater Sofa,buy durian bid/32625/a/3 leatherette 3 seater sofa for rs.17680 online. durian bid/32625/a/3 leatherette 3 seater sofa at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,1.0,Durian,Furniture,negative
TakeInCart Solid Baseball Cap,"takeincart solid baseball cap
                         price: rs. 699
				
			rhinestone denim jean snapback and 3d hiphop caps. available in different colors, varieties and adjustable sizes. our caps are all in high quality, and we always check the quality of caps before ship out. currently we are carrying snapback caps from all the major brands. snapbacks get their name because the hat is adjustable at the back with a plastic snap backing. this means that snapback caps will fit most head sizes. with so many different brands, colours and styles to choose from these snapback caps make a great gift.
rhinestone denim jean snapback and 3d hiphop caps. available in different colors, varieties and adjustable sizes. our caps are all in high quality, and we always check the quality of caps before ship out. currently we are carrying snapback caps from all the major brands. snapbacks get their name because the hat is adjustable at the back with a plastic snap backing. this means that snapback caps will fit most head sizes. with so many different brands, colours and styles to choose from these snapback caps make a great gift.",5.0,Unknown,Clothing,positive
Rubera Alloy Yellow Gold Bangle Set,rubera alloy yellow gold bangle set - buy rubera alloy yellow gold bangle set only for rs. 695 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.0,Rubera,Jewellery,positive
Urban Woods White Women Heels,flipkart.com: buy urban woods white women heels only for rs. 599 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.5,Unknown,Footwear,positive
Voylla Alloy Zircon Yellow Gold Bangle Set,"voylla alloy zircon yellow gold bangle set (pack of 4)
                         price: rs. 525
				
			display your eclectic taste in contemporary accessories with this adorable set of 4 yellow gold plated bangles adorned with a beautiful textured design. wear them up with a matching outfit and look your best!
display your eclectic taste in contemporary accessories with this adorable set of 4 yellow gold plated bangles adorned with a beautiful textured design. wear them up with a matching outfit and look your best!",3.0,Voylla,Jewellery,neutral
Duke Striped Casual Men's Sweater,duke striped casual men's sweater - buy bottle green duke striped casual men's sweater for only rs. 1395 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,3.7,Unknown,Clothing,neutral
"Estyle Casual, Festive, Wedding Printed Women's Kurti","estyle casual, festive, wedding printed women's kurti - buy black estyle casual, festive, wedding printed women's kurti for only rs. 1199 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com",1.0,Unknown,Clothing,negative
Life by Shoppers Stop Geometric Print V-neck Casual Men's Reversible Sweater,life by shoppers stop geometric print v-neck casual men's reversible sweater - buy teal life by shoppers stop geometric print v-neck casual men's reversible sweater for only rs. 1299 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,5.0,Unknown,Clothing,positive
Aadolf Women Heels,flipkart.com: buy aadolf women heels only for rs. 599 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,3.8,Unknown,Footwear,neutral
